,result
91,"5星 流浪大地的乐团 生之花; 等级:0
主属性为:【生命值】
副属性为: 元素精通--21; 攻击力--14; 元素充能效率--6.5%; 
该圣遗物最佳评分为:【69.8%】, 稀有度为3.9.
---------build列表---------
对BUILD:[草主--通用--草套--<充精精>]的适配度为【69.8%】,该部位完美毕业难度为: 4.1
对BUILD:[万叶--风套--<精精精>]的适配度为【69.8%】,该部位完美毕业难度为: 4.1
对BUILD:[温迪--辅助--风套--<充风双暴>]的适配度为【69.8%】,该部位完美毕业难度为: 4.1
对BUILD:[温迪--风套--<精精精>]的适配度为【69.8%】,该部位完美毕业难度为: 4.1"
9,"5星 追忆之注连 死之羽; 等级:4
主属性为:【攻击力】
副属性为: 攻击力%--5.8%; 元素精通--21; 暴击伤害--7.8%; 防御力--23; 
该圣遗物最佳评分为:【69.3%】, 稀有度为5.9.
---------build列表---------
对BUILD:[甘雨--通用--乐团、追忆--<攻冰双暴>]的适配度为【69.3%】,该部位完美毕业难度为: 5.2
对BUILD:[皇女--如雷、攻击2--<攻雷双暴>]的适配度为【69.3%】,该部位完美毕业难度为: 5.2"
110,"5星 翠绿之影 生之花; 等级:0
主属性为:【生命值】
副属性为: 生命值%--5.3%; 防御力--23; 攻击力--16; 元素精通--23; 
该圣遗物最佳评分为:【69.3%】, 稀有度为5.1.
---------build列表---------
对BUILD:[心海--纯辅--千岩--<生生治>]的适配度为【69.3%】,该部位完美毕业难度为: 4.1
对BUILD:[久岐忍--千岩--<生生治>]的适配度为【69.3%】,该部位完美毕业难度为: 4.1"
61,"5星 追忆之注连 死之羽; 等级:0
主属性为:【攻击力】
副属性为: 生命值--209; 元素精通--21; 生命值%--5.8%; 
该圣遗物最佳评分为:【69.3%】, 稀有度为3.9.
---------build列表---------
对BUILD:[久岐忍--千岩--<生生治>]的适配度为【69.3%】,该部位完美毕业难度为: 4.1
对BUILD:[心海--纯辅--千岩--<生生治>]的适配度为【69.3%】,该部位完美毕业难度为: 4.1"
6,"5星 绝缘之旗印 时之沙; 等级:4
主属性为:【生命值%】
副属性为: 攻击力%--5.8%; 生命值--239; 暴击伤害--7.8%; 防御力--23; 
该圣遗物最佳评分为:【68.8%】, 稀有度为6.9.
---------build列表---------
对BUILD:[夜兰--通用--绝缘--<生水暴率>]的适配度为【68.8%】,该部位完美毕业难度为: 6.6"
2,"5星 深林的记忆 空之杯; 等级:4
主属性为:【冰元素伤害加成】
副属性为: 暴击伤害--7.0%; 防御力%--5.8%; 攻击力%--4.7%; 元素精通--19; 
该圣遗物最佳评分为:【68.5%】, 稀有度为9.7.
---------build列表---------
对BUILD:[甘雨--通用--乐团、追忆--<攻冰双暴>]的适配度为【68.5%】,该部位完美毕业难度为: 8.5
对BUILD:[甘雨--永冻--冰风--<攻冰暴伤>]的适配度为【66.5%】,该部位完美毕业难度为: 8.0"
83,"5星 追忆之注连 理之冠; 等级:0
主属性为:【治疗加成】
副属性为: 生命值%--5.8%; 防御力--21; 攻击力%--5.8%; 
该圣遗物最佳评分为:【68.5%】, 稀有度为6.5.
---------build列表---------
对BUILD:[芭芭拉--少女、海染--<充生治>]的适配度为【68.5%】,该部位完美毕业难度为: 6.6
对BUILD:[心海--纯辅--千岩--<生生治>]的适配度为【68.5%】,该部位完美毕业难度为: 6.6
对BUILD:[久岐忍--千岩--<生生治>]的适配度为【68.5%】,该部位完美毕业难度为: 6.6"
121,"5星 翠绿之影 理之冠; 等级:0
主属性为:【治疗加成】
副属性为: 防御力%--6.6%; 元素精通--23; 生命值--299; 
该圣遗物最佳评分为:【68.3%】, 稀有度为6.5.
---------build列表---------
对BUILD:[心海--纯辅--千岩--<生生治>]的适配度为【68.3%】,该部位完美毕业难度为: 6.6
对BUILD:[久岐忍--千岩--<生生治>]的适配度为【68.3%】,该部位完美毕业难度为: 6.6"
14,"5星 翠绿之影 死之羽; 等级:4
主属性为:【攻击力】
副属性为: 暴击伤害--11.7%; 攻击力%--5.8%; 元素精通--16; 生命值--299; 
该圣遗物最佳评分为:【68.1%】, 稀有度为5.9.
---------build列表---------
对BUILD:[香菱--通用--绝缘--<充火双暴>]的适配度为【68.1%】,该部位完美毕业难度为: 6.7
对BUILD:[科莱--草套--<攻草双暴>]的适配度为【68.1%】,该部位完美毕业难度为: 6.7
对BUILD:[莫娜--通用--绝缘--<攻水双暴>]的适配度为【68.1%】,该部位完美毕业难度为: 6.7
对BUILD:[行秋--通用--宗室、水套--<充水暴率>]的适配度为【68.1%】,该部位完美毕业难度为: 6.7
对BUILD:[行秋--大招--绝缘--<充水暴率>]的适配度为【68.1%】,该部位完美毕业难度为: 6.7
对BUILD:[甘雨--通用--乐团、追忆--<攻冰双暴>]的适配度为【68.1%】,该部位完美毕业难度为: 5.2
对BUILD:[草神--草套--<精精暴率>]的适配度为【68.1%】,该部位完美毕业难度为: 5.2
对BUILD:[提纳里--饰金--<精草双暴>]的适配度为【68.1%】,该部位完美毕业难度为: 5.2
对BUILD:[皇女--如雷、攻击2--<攻雷双暴>]的适配度为【68.1%】,该部位完美毕业难度为: 5.2
对BUILD:[刻晴--如雷--<攻雷双暴>]的适配度为【68.1%】,该部位完美毕业难度为: 5.2"
131,"5星 角斗士的终幕礼 时之沙; 等级:0
主属性为:【攻击力%】
副属性为: 元素充能效率--4.5%; 生命值%--4.7%; 生命值--209; 
该圣遗物最佳评分为:【68.1%】, 稀有度为5.3.
---------build列表---------
对BUILD:[申鹤--攻击2、攻击2--<攻攻攻>]的适配度为【68.1%】,该部位完美毕业难度为: 5.7"
69,"5星 追忆之注连 时之沙; 等级:0
主属性为:【攻击力%】
副属性为: 防御力%--5.8%; 生命值--239; 元素充能效率--4.5%; 
该圣遗物最佳评分为:【68.1%】, 稀有度为5.3.
---------build列表---------
对BUILD:[申鹤--攻击2、攻击2--<攻攻攻>]的适配度为【68.1%】,该部位完美毕业难度为: 5.7"
148,"5星 角斗士的终幕礼 空之杯; 等级:0
主属性为:【攻击力%】
副属性为: 生命值%--4.7%; 元素精通--23; 元素充能效率--4.5%; 
该圣遗物最佳评分为:【68.1%】, 稀有度为6.0.
---------build列表---------
对BUILD:[申鹤--攻击2、攻击2--<攻攻攻>]的适配度为【68.1%】,该部位完美毕业难度为: 6.0"
64,"5星 追忆之注连 时之沙; 等级:0
主属性为:【元素精通】
副属性为: 暴击率--3.5%; 防御力--23; 攻击力%--5.3%; 
该圣遗物最佳评分为:【68.1%】, 稀有度为6.5.
---------build列表---------
对BUILD:[提纳里--饰金--<精草双暴>]的适配度为【68.1%】,该部位完美毕业难度为: 7.0
对BUILD:[草神--草套--<精精暴率>]的适配度为【68.1%】,该部位完美毕业难度为: 7.0"
21,"5星 饰金之梦 空之杯; 等级:0
主属性为:【攻击力%】
副属性为: 防御力--21; 暴击率--3.5%; 生命值--299; 
该圣遗物最佳评分为:【68.0%】, 稀有度为5.5.
---------build列表---------
对BUILD:[申鹤--攻击2、攻击2--<攻攻攻>]的适配度为【68.0%】,该部位完美毕业难度为: 6.0"
106,"5星 流浪大地的乐团 空之杯; 等级:0
主属性为:【攻击力%】
副属性为: 暴击率--3.5%; 防御力--19; 防御力%--5.8%; 
该圣遗物最佳评分为:【68.0%】, 稀有度为5.9.
---------build列表---------
对BUILD:[申鹤--攻击2、攻击2--<攻攻攻>]的适配度为【68.0%】,该部位完美毕业难度为: 6.0"
117,"5星 翠绿之影 空之杯; 等级:0
主属性为:【攻击力%】
副属性为: 攻击力--14; 防御力--21; 暴击率--3.5%; 
该圣遗物最佳评分为:【68.0%】, 稀有度为5.5.
---------build列表---------
对BUILD:[申鹤--攻击2、攻击2--<攻攻攻>]的适配度为【68.0%】,该部位完美毕业难度为: 6.0"
39,"5星 绝缘之旗印 生之花; 等级:0
主属性为:【生命值】
副属性为: 元素精通--23; 暴击率--3.9%; 防御力%--5.1%; 攻击力%--4.7%; 
该圣遗物最佳评分为:【67.1%】, 稀有度为6.4.
---------build列表---------
对BUILD:[香菱--通用--绝缘--<充火双暴>]的适配度为【67.1%】,该部位完美毕业难度为: 6.7
对BUILD:[莫娜--通用--绝缘--<攻水双暴>]的适配度为【67.1%】,该部位完美毕业难度为: 6.7
对BUILD:[行秋--大招--绝缘--<充水暴率>]的适配度为【67.1%】,该部位完美毕业难度为: 6.7"
15,"5星 饰金之梦 生之花; 等级:0
主属性为:【生命值】
副属性为: 生命值%--4.1%; 暴击率--3.9%; 元素充能效率--4.5%; 
该圣遗物最佳评分为:【66.8%】, 稀有度为4.7.
---------build列表---------
对BUILD:[班尼特--通用--宗室--<充生治>]的适配度为【66.8%】,该部位完美毕业难度为: 4.5"
161,"5星 角斗士的终幕礼 理之冠; 等级:0
主属性为:【生命值%】
副属性为: 防御力--21; 元素精通--21; 攻击力--16; 
该圣遗物最佳评分为:【66.5%】, 稀有度为5.0.
---------build列表---------
对BUILD:[妮露--通用--千岩、乐团--<生生生>]的适配度为【66.5%】,该部位完美毕业难度为: 5.6"
159,"5星 角斗士的终幕礼 理之冠; 等级:0
主属性为:【暴击率】
副属性为: 元素精通--21; 生命值--239; 生命值%--5.8%; 
该圣遗物最佳评分为:【66.5%】, 稀有度为6.3.
---------build列表---------
对BUILD:[温迪--辅助--风套--<充风双暴>]的适配度为【66.5%】,该部位完美毕业难度为: 5.7"
78,"5星 追忆之注连 空之杯; 等级:0
主属性为:【风元素伤害加成】
副属性为: 攻击力--16; 防御力%--7.3%; 元素精通--21; 
该圣遗物最佳评分为:【66.5%】, 稀有度为7.1.
---------build列表---------
对BUILD:[温迪--辅助--风套--<充风双暴>]的适配度为【66.5%】,该部位完美毕业难度为: 7.3"
59,"5星 绝缘之旗印 理之冠; 等级:0
主属性为:【生命值%】
副属性为: 元素精通--21; 生命值--299; 攻击力--16; 
该圣遗物最佳评分为:【66.5%】, 稀有度为5.0.
---------build列表---------
对BUILD:[妮露--通用--千岩、乐团--<生生生>]的适配度为【66.5%】,该部位完美毕业难度为: 5.6"
95,"5星 流浪大地的乐团 时之沙; 等级:0
主属性为:【元素精通】
副属性为: 暴击率--3.5%; 生命值%--4.1%; 防御力--19; 攻击力%--4.7%; 
该圣遗物最佳评分为:【66.5%】, 稀有度为8.2.
---------build列表---------
对BUILD:[草神--草套--<精精暴率>]的适配度为【66.5%】,该部位完美毕业难度为: 7.0
对BUILD:[提纳里--饰金--<精草双暴>]的适配度为【66.5%】,该部位完美毕业难度为: 7.0"
152,"5星 角斗士的终幕礼 理之冠; 等级:0
主属性为:【暴击率】
副属性为: 生命值--299; 元素充能效率--5.8%; 攻击力--14; 防御力%--5.8%; 
该圣遗物最佳评分为:【66.4%】, 稀有度为7.6.
---------build列表---------
对BUILD:[温迪--辅助--风套--<充风双暴>]的适配度为【66.4%】,该部位完美毕业难度为: 5.7"
125,"5星 角斗士的终幕礼 死之羽; 等级:0
主属性为:【攻击力】
副属性为: 暴击率--3.5%; 攻击力%--5.8%; 元素精通--21; 防御力--23; 
该圣遗物最佳评分为:【66.4%】, 稀有度为5.9.
---------build列表---------
对BUILD:[皇女--如雷、攻击2--<攻雷双暴>]的适配度为【66.4%】,该部位完美毕业难度为: 5.2
对BUILD:[申鹤--攻击2、攻击2--<攻攻攻>]的适配度为【65.9%】,该部位完美毕业难度为: 4.5"
92,"5星 流浪大地的乐团 死之羽; 等级:0
主属性为:【攻击力】
副属性为: 暴击率--3.5%; 防御力--19; 元素充能效率--4.5%; 生命值%--4.7%; 
该圣遗物最佳评分为:【65.8%】, 稀有度为5.9.
---------build列表---------
对BUILD:[班尼特--通用--宗室--<充生治>]的适配度为【65.8%】,该部位完美毕业难度为: 4.5"
93,"5星 流浪大地的乐团 死之羽; 等级:0
主属性为:【攻击力】
副属性为: 元素充能效率--5.8%; 元素精通--21; 攻击力%--4.1%; 暴击伤害--6.2%; 
该圣遗物最佳评分为:【65.5%】, 稀有度为6.4.
---------build列表---------
对BUILD:[香菱--通用--绝缘--<充火双暴>]的适配度为【65.5%】,该部位完美毕业难度为: 6.7
对BUILD:[科莱--草套--<攻草双暴>]的适配度为【65.5%】,该部位完美毕业难度为: 6.7
对BUILD:[莫娜--通用--绝缘--<攻水双暴>]的适配度为【65.5%】,该部位完美毕业难度为: 6.7
对BUILD:[行秋--通用--宗室、水套--<充水暴率>]的适配度为【65.5%】,该部位完美毕业难度为: 6.7
对BUILD:[行秋--大招--绝缘--<充水暴率>]的适配度为【65.5%】,该部位完美毕业难度为: 6.7"
74,"5星 追忆之注连 空之杯; 等级:0
主属性为:【生命值%】
副属性为: 攻击力%--5.8%; 生命值--239; 防御力%--6.6%; 暴击率--3.1%; 
该圣遗物最佳评分为:【65.4%】, 稀有度为7.6.
---------build列表---------
对BUILD:[班尼特--通用--宗室--<充生治>]的适配度为【65.4%】,该部位完美毕业难度为: 6.0"
98,"5星 流浪大地的乐团 时之沙; 等级:0
主属性为:【元素充能效率】
副属性为: 生命值--239; 防御力%--6.6%; 暴击率--3.1%; 防御力--21; 
该圣遗物最佳评分为:【65.4%】, 稀有度为7.7.
---------build列表---------
对BUILD:[班尼特--通用--宗室--<充生治>]的适配度为【65.4%】,该部位完美毕业难度为: 6.6"
38,"5星 深林的记忆 理之冠; 等级:0
主属性为:【攻击力%】
副属性为: 暴击率--3.1%; 防御力--21; 攻击力--18; 
该圣遗物最佳评分为:【65.4%】, 稀有度为5.3.
---------build列表---------
对BUILD:[申鹤--攻击2、攻击2--<攻攻攻>]的适配度为【65.4%】,该部位完美毕业难度为: 5.9"
19,"5星 饰金之梦 时之沙; 等级:0
主属性为:【攻击力%】
副属性为: 防御力%--5.8%; 暴击伤害--5.4%; 元素精通--23; 
该圣遗物最佳评分为:【65.0%】, 稀有度为6.0.
---------build列表---------
对BUILD:[甘雨--通用--乐团、追忆--<攻冰双暴>]的适配度为【65.0%】,该部位完美毕业难度为: 6.1
对BUILD:[皇女--如雷、攻击2--<攻雷双暴>]的适配度为【65.0%】,该部位完美毕业难度为: 6.1
对BUILD:[刻晴--如雷--<攻雷双暴>]的适配度为【65.0%】,该部位完美毕业难度为: 6.1"
127,"5星 角斗士的终幕礼 死之羽; 等级:0
主属性为:【攻击力】
副属性为: 防御力--19; 元素精通--21; 生命值%--5.3%; 
该圣遗物最佳评分为:【65.0%】, 稀有度为3.9.
---------build列表---------
对BUILD:[心海--纯辅--千岩--<生生治>]的适配度为【65.0%】,该部位完美毕业难度为: 4.1
对BUILD:[久岐忍--千岩--<生生治>]的适配度为【65.0%】,该部位完美毕业难度为: 4.1"
123,"5星 角斗士的终幕礼 生之花; 等级:0
主属性为:【生命值】
副属性为: 攻击力--14; 元素精通--21; 生命值%--5.3%; 
该圣遗物最佳评分为:【65.0%】, 稀有度为3.9.
---------build列表---------
对BUILD:[心海--纯辅--千岩--<生生治>]的适配度为【65.0%】,该部位完美毕业难度为: 4.1
对BUILD:[久岐忍--千岩--<生生治>]的适配度为【65.0%】,该部位完美毕业难度为: 4.1"
122,"5星 角斗士的终幕礼 生之花; 等级:0
主属性为:【生命值】
副属性为: 攻击力--14; 元素充能效率--6.5%; 生命值%--4.7%; 
该圣遗物最佳评分为:【65.0%】, 稀有度为3.9.
---------build列表---------
对BUILD:[芭芭拉--少女、海染--<充生治>]的适配度为【65.0%】,该部位完美毕业难度为: 4.1
对BUILD:[钟离--盾辅--千岩、宗室--<生生生>]的适配度为【65.0%】,该部位完美毕业难度为: 4.1
对BUILD:[迪奥娜--祭礼--少女、千岩--<生生生>]的适配度为【65.0%】,该部位完美毕业难度为: 4.1"
118,"5星 翠绿之影 理之冠; 等级:0
主属性为:【治疗加成】
副属性为: 暴击伤害--5.4%; 生命值%--4.7%; 防御力--16; 攻击力%--5.3%; 
该圣遗物最佳评分为:【64.6%】, 稀有度为8.6.
---------build列表---------"
11,"5星 追忆之注连 空之杯; 等级:4
主属性为:【水元素伤害加成】
副属性为: 暴击伤害--7.8%; 攻击力%--4.7%; 生命值--239; 防御力--16; 
该圣遗物最佳评分为:【59.4%】, 稀有度为8.8.
---------build列表---------"
12,"5星 昔日宗室之仪 空之杯; 等级:4
主属性为:【雷元素伤害加成】
副属性为: 生命值--269; 攻击力%--5.3%; 暴击率--3.5%; 生命值%--5.8%; 
该圣遗物最佳评分为:【59.0%】, 稀有度为9.3.
---------build列表---------"
13,"5星 流浪大地的乐团 空之杯; 等级:4
主属性为:【水元素伤害加成】
副属性为: 生命值--269; 暴击伤害--7.0%; 防御力--21; 生命值%--4.7%; 
该圣遗物最佳评分为:【57.6%】, 稀有度为8.8.
---------build列表---------"
115,"5星 翠绿之影 空之杯; 等级:0
主属性为:【冰元素伤害加成】
副属性为: 元素充能效率--6.5%; 生命值%--5.8%; 攻击力--14; 攻击力%--5.8%; 
该圣遗物最佳评分为:【57.5%】, 稀有度为9.0.
---------build列表---------"
139,"5星 角斗士的终幕礼 空之杯; 等级:0
主属性为:【水元素伤害加成】
副属性为: 暴击伤害--5.4%; 防御力--19; 攻击力%--5.8%; 攻击力--14; 
该圣遗物最佳评分为:【56.4%】, 稀有度为8.8.
---------build列表---------"
140,"5星 角斗士的终幕礼 空之杯; 等级:0
主属性为:【草元素伤害加成】
副属性为: 元素精通--23; 攻击力--18; 生命值%--5.8%; 攻击力%--5.3%; 
该圣遗物最佳评分为:【56.1%】, 稀有度为9.0.
---------build列表---------"
143,"5星 角斗士的终幕礼 空之杯; 等级:0
主属性为:【火元素伤害加成】
副属性为: 防御力%--6.6%; 元素充能效率--5.2%; 防御力--19; 攻击力%--5.8%; 
该圣遗物最佳评分为:【54.8%】, 稀有度为9.0.
---------build列表---------"
1,"5星 深林的记忆 空之杯; 等级:4
主属性为:【火元素伤害加成】
副属性为: 暴击伤害--5.4%; 攻击力%--4.7%; 防御力--16; 生命值%--4.7%; 
该圣遗物最佳评分为:【53.9%】, 稀有度为9.3.
---------build列表---------"
8,"5星 绝缘之旗印 空之杯; 等级:4
主属性为:【雷元素伤害加成】
副属性为: 防御力--16; 攻击力--16; 元素充能效率--5.8%; 元素精通--21; 
该圣遗物最佳评分为:【49.5%】, 稀有度为8.5.
---------build列表---------"
49,"5星 绝缘之旗印 空之杯; 等级:0
主属性为:【岩元素伤害加成】
副属性为: 暴击伤害--5.4%; 元素精通--19; 元素充能效率--4.5%; 攻击力%--5.8%; 
该圣遗物最佳评分为:【45.9%】, 稀有度为9.7.
---------build列表---------"
76,"5星 追忆之注连 空之杯; 等级:0
主属性为:【物理元素伤害加成】
副属性为: 防御力--16; 暴击率--2.7%; 攻击力%--4.7%; 生命值%--4.7%; 
该圣遗物最佳评分为:【33.7%】, 稀有度为9.3.
---------build列表---------"
73,"5星 追忆之注连 空之杯; 等级:0
主属性为:【物理元素伤害加成】
副属性为: 攻击力%--5.8%; 防御力--19; 暴击伤害--5.4%; 生命值%--5.8%; 
该圣遗物最佳评分为:【32.2%】, 稀有度为9.3.
---------build列表---------"
47,"5星 绝缘之旗印 空之杯; 等级:0
主属性为:【岩元素伤害加成】
副属性为: 暴击率--2.7%; 元素精通--19; 生命值%--4.1%; 攻击力--18; 
该圣遗物最佳评分为:【26.5%】, 稀有度为9.3.
---------build列表---------"
33,"5星 深林的记忆 空之杯; 等级:0
主属性为:【岩元素伤害加成】
副属性为: 攻击力--18; 防御力--21; 暴击伤害--5.4%; 防御力%--7.3%; 
该圣遗物最佳评分为:【14.3%】, 稀有度为8.8.
---------build列表---------"
